area,room,toilet,lat,long,quan,loai_bds,price-VND
110,3,4,16.09579,108.22874,quan-son-tra,mua-nha-mat-tien-pho/,6900000000
98,3,2,16.05504,108.23528,quan-son-tra,mua-nha-mat-tien-pho/,6900000000
42,3,3,16.04886,108.21681,quan-hai-chau,mua-nha-mat-tien-pho/,6900000000
110,3,4,16.09579,108.22874,quan-son-tra,mua-nha-mat-tien-pho/,6900000000
88,0,0,16.06986,108.23666,quan-son-tra,mua-dat-tho-cu/,6990000000
99,3,3,16.00425,108.22051,quan-cam-le,mua-nha-mat-tien-pho/,6999000000
80,0,0,16.04355,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,7000000000
80,0,0,16.03513,108.21985,quan-hai-chau,mua-nha-mat-tien-pho/,7000000000
62,1,1,16.06614,108.24263,quan-son-tra,mua-nha-mat-tien-pho/,7000000000
127,0,0,16.01959,108.22899,quan-cam-le,mua-dat-tho-cu/,7000000000
70,5,4,16.03272,108.21844,quan-hai-chau,mua-nha-mat-tien-pho/,7000000000
105,2,2,16.0558,108.22367,quan-hai-chau,mua-can-ho-chung-cu/,7000000000
79,0,0,16.04355,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,7000000000
132,0,0,16.02611,108.24381,quan-ngu-hanh-son,mua-dat-tho-cu/,7100000000
125,0,0,16.05243,108.1776,quan-cam-le,mua-nha-mat-tien-pho/,7100000000
120,4,4,16.02531,108.21319,quan-cam-le,mua-nha-mat-tien-pho/,7100000000
123,5,4,16.09745,108.23316,quan-son-tra,mua-nha-biet-thu-lien-ke/,7190000000
68,4,4,16.07802,108.21446,quan-hai-chau,mua-nha-mat-tien-pho/,7200000000
68,4,4,16.07802,108.21446,quan-hai-chau,mua-nha-mat-tien-pho/,7200000000
68,4,4,16.07802,108.21446,quan-hai-chau,mua-nha-mat-tien-pho/,7200000000
68,7,7,16.04221,108.2431,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,7200000000
68,4,4,16.07802,108.21446,quan-hai-chau,mua-nha-mat-tien-pho/,7200000000
80,0,0,16.08061,108.21562,quan-hai-chau,mua-dat-tho-cu/,7200000000
166,0,0,16.00354,108.21747,quan-cam-le,mua-dat-tho-cu/,7200000000
90,4,4,16.03153,108.21871,quan-hai-chau,mua-nha-mat-tien-pho/,7300000000
162,4,2,16.07146,108.22133,quan-hai-chau,mua-nha-mat-tien-pho/,7300000000
101,0,0,16.08043,108.23139,quan-son-tra,mua-dat-tho-cu/,7300000000
90,4,4,16.03153,108.21871,quan-hai-chau,mua-nha-mat-tien-pho/,7300000000
80,0,0,16.03845,108.21751,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
90,6,6,16.02617,108.24185,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,7500000000
97,3,8,16.03475,108.20878,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
90,20,20,16.03357,108.21508,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
110,14,14,16.03895,108.2383,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,7500000000
97,3,8,16.03475,108.20878,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
88,0,0,16.06986,108.23666,quan-son-tra,mua-dat-tho-cu/,7500000000
90,20,20,16.03357,108.21508,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
96,0,0,16.03475,108.20878,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
90,20,20,16.03357,108.21508,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
47,3,2,16.08134,108.22128,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
47,3,2,16.08134,108.22128,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
90,4,3,16.05783,108.21058,quan-thanh-khe,mua-nha-hem-ngo/,7500000000
200,0,0,16.06802,108.24217,quan-son-tra,mua-dat-tho-cu/,7500000000
97,3,8,16.03475,108.20878,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
90,20,20,16.03357,108.21508,quan-hai-chau,mua-nha-mat-tien-pho/,7500000000
97,3,8,16.03475,108.20878,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
161,2,1,16.05243,108.1776,quan-cam-le,mua-nha-mat-tien-pho/,7500000000
75,3,2,16.04812,108.23801,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,7600000000
88,4,3,16.07331,108.24296,quan-son-tra,mua-nha-mat-tien-pho/,7700000000
125,3,3,16.0366,108.21528,quan-hai-chau,mua-nha-mat-tien-pho/,7750000000
86,0,0,16.08122,108.24407,quan-son-tra,mua-dat-tho-cu/,7800000000
77,4,3,16.06026,108.243,quan-son-tra,mua-nha-mat-tien-pho/,7800000000
124,4,5,16.09745,108.23316,quan-son-tra,mua-nha-mat-tien-pho/,7800000000
70,4,3,16.06793,108.18581,quan-thanh-khe,mua-nha-mat-tien-pho/,7800000000
90,0,0,16.02037,108.25541,quan-ngu-hanh-son,mua-dat-tho-cu/,7800000000
108,0,0,16.07614,108.2184,quan-hai-chau,mua-dat-tho-cu/,7880000000
155,5,7,16.05823,108.21715,quan-hai-chau,mua-nha-mat-tien-pho/,7890000000
150,1,1,16.10421,108.25944,quan-son-tra,mua-nha-mat-tien-pho/,7900000000
44,3,3,16.04537,108.21836,quan-hai-chau,mua-nha-mat-tien-pho/,7900000000
102,0,0,16.05573,108.23339,quan-son-tra,mua-dat-tho-cu/,7900000000
70,8,9,16.06026,108.243,quan-son-tra,mua-nha-mat-tien-pho/,7900000000
67,8,8,16.06026,108.243,quan-son-tra,mua-nha-mat-tien-pho/,7900000000
61,5,6,16.06546,108.18288,quan-thanh-khe,mua-nha-mat-tien-pho/,7950000000
92,3,3,16.07899,108.2125,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
100,4,2,16.06593,108.19247,quan-thanh-khe,mua-nha-mat-tien-pho/,8000000000
79,3,3,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
79,3,3,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
79,3,3,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
92,3,3,16.07899,108.2125,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
79,3,3,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
79,3,3,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
92,3,3,16.07899,108.2125,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
93,0,0,16.07285,108.23704,quan-son-tra,mua-dat-tho-cu/,8000000000
143,3,3,16.08328,108.22888,quan-son-tra,mua-nha-mat-tien-pho/,8000000000
90,0,0,16.08053,108.24418,quan-son-tra,mua-dat-tho-cu/,8000000000
92,0,0,16.07899,108.2125,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
92,3,3,16.07899,108.2125,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
80,5,6,16.08814,108.21792,quan-hai-chau,mua-nha-mat-tien-pho/,8000000000
58,0,0,16.08134,108.22128,quan-hai-chau,mua-nha-mat-tien-pho/,8100000000
114,0,0,16.09788,108.23003,quan-son-tra,mua-dat-tho-cu/,8200000000
79,4,3,16.06899,108.23515,quan-son-tra,mua-nha-mat-tien-pho/,8200000000
190,0,0,16.02211,108.24532,quan-ngu-hanh-son,mua-dat-tho-cu/,8200000000
82,0,0,16.06509,108.22178,quan-hai-chau,mua-nha-mat-tien-pho/,8300000000
65,7,7,16.08814,108.21792,quan-hai-chau,mua-nha-mat-tien-pho/,8300000000
82,3,3,16.06509,108.22178,quan-hai-chau,mua-nha-hem-ngo/,8300000000
82,3,3,16.06509,108.22178,quan-hai-chau,mua-nha-hem-ngo/,8300000000
82,3,3,16.06509,108.22178,quan-hai-chau,mua-nha-hem-ngo/,8300000000
82,3,3,16.06509,108.22178,quan-hai-chau,mua-nha-hem-ngo/,8300000000
97,0,0,16.06026,108.243,quan-son-tra,mua-dat-tho-cu/,8300000000
110,6,4,16.04105,108.23907,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8300000000
160,0,0,16.01238,108.22979,quan-cam-le,mua-dat-tho-cu/,8300000000
90,0,0,16.08327,108.2333,quan-son-tra,mua-dat-kho-xuong/,8300000000
90,5,6,16.03086,108.22932,quan-hai-chau,mua-nha-mat-tien-pho/,8300000000
91,0,0,16.08327,108.2333,quan-son-tra,mua-dat-tho-cu/,8300000000
83,4,3,16.06509,108.22178,quan-hai-chau,mua-nha-hem-ngo/,8300000000
167,0,0,16.04335,108.22148,quan-hai-chau,mua-dat-tho-cu/,8400000000
60,7,7,16.05271,108.24424,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8500000000
60,7,7,16.05271,108.24424,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8500000000
175,0,0,16.03889,108.24683,quan-ngu-hanh-son,mua-dat-tho-cu/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
100,3,3,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
120,0,0,16.0721,108.22971,quan-son-tra,mua-dat-tho-cu/,8500000000
60,7,7,16.05271,108.24424,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
90,3,3,16.04082,108.21551,quan-hai-chau,mua-nha-mat-tien-pho/,8500000000
175,0,0,16.03889,108.24683,quan-ngu-hanh-son,mua-dat-tho-cu/,8500000000
115,1,1,16.03692,108.24453,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8600000000
130,3,2,16.05559,108.23997,quan-son-tra,mua-nha-mat-tien-pho/,8600000000
60,7,8,16.05271,108.24424,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8600000000
99,0,0,16.0558,108.22367,quan-hai-chau,mua-dat-tho-cu/,8600000000
60,6,6,16.05271,108.24424,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8600000000
115,1,1,16.03692,108.24453,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,8600000000
100,0,0,16.06986,108.23666,quan-son-tra,mua-dat-tho-cu/,8650000000
100,0,0,16.06986,108.23666,quan-son-tra,mua-dat-tho-cu/,8650000000
100,0,0,16.06986,108.23666,quan-son-tra,mua-dat-tho-cu/,8650000000
100,0,0,16.06986,108.23666,quan-son-tra,mua-dat-kho-xuong/,8650000000
91,0,0,16.07285,108.23704,quan-son-tra,mua-dat-tho-cu/,8700000000
188,5,6,16.0253,108.24753,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,8700000000
66,3,3,16.07728,108.22003,quan-hai-chau,mua-nha-mat-tien-pho/,8800000000
109,0,0,16.03936,108.21654,quan-hai-chau,mua-nha-mat-tien-pho/,8800000000
83,4,4,16.04591,108.22215,quan-hai-chau,mua-nha-mat-tien-pho/,8800000000
60,3,3,16.03328,108.22257,quan-hai-chau,mua-nha-mat-tien-pho/,8900000000
198,0,0,16.07993,108.23927,quan-son-tra,mua-dat-tho-cu/,8999000000
99,4,3,16.07743,108.16546,quan-lien-chieu,mua-can-ho-chung-cu/,9000000000
120,3,2,16.0721,108.22971,quan-son-tra,mua-nha-mat-tien-pho/,9000000000
98,0,0,16.04869,108.23575,quan-ngu-hanh-son,mua-dat-tho-cu/,9000000000
142,0,0,16.05561,108.2387,quan-son-tra,mua-dat-tho-cu/,9000000000
120,0,0,16.0721,108.22971,quan-son-tra,mua-dat-tho-cu/,9000000000
490,0,0,16.0721,108.22971,quan-son-tra,mua-dat-tho-cu/,9000000000
364,0,0,16.02983,108.25417,quan-ngu-hanh-son,mua-dat-tho-cu/,9100000000
97,5,4,15.99357,108.21633,quan-cam-le,mua-nha-mat-tien-pho/,9200000000
99,0,0,16.05455,108.22118,quan-hai-chau,mua-dat-tho-cu/,9200000000
105,5,10,16.07743,108.16546,quan-lien-chieu,mua-nha-mat-tien-pho/,9200000000
102,4,3,16.05441,108.2118,quan-thanh-khe,mua-nha-mat-tien-pho/,9300000000
144,0,0,16.08328,108.22888,quan-son-tra,mua-dat-nen-du-an/,9500000000
144,4,3,16.08328,108.22888,quan-son-tra,mua-nha-mat-tien-pho/,9500000000
114,7,5,16.05451,108.20975,quan-hai-chau,mua-nha-mat-tien-pho/,9500000000
114,7,5,16.05451,108.20975,quan-hai-chau,mua-nha-mat-tien-pho/,9500000000
100,4,4,16.07476,108.1755,quan-thanh-khe,mua-nha-mat-tien-pho/,9500000000
58,0,0,16.05817,108.20961,quan-thanh-khe,mua-nha-mat-tien-pho/,9500000000
127,5,5,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,9500000000
90,2,2,16.08327,108.2333,quan-son-tra,mua-nha-mat-tien-pho/,9500000000
131,5,4,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,9700000000
100,0,0,16.07757,108.24216,quan-son-tra,mua-dat-tho-cu/,9900000000
75,4,4,16.06838,108.19679,quan-thanh-khe,mua-nha-mat-tien-pho/,9900000000
76,2,2,16.06399,108.21426,quan-hai-chau,mua-nha-mat-tien-pho/,9990000000
144,5,4,16.0669,108.21225,quan-thanh-khe,mua-nha-mat-tien-pho/,10000000000
97,9,9,16.01264,108.25682,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10000000000
98,3,2,16.03718,108.24387,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10000000000
160,0,0,15.99357,108.21633,quan-cam-le,mua-dat-tho-cu/,10000000000
126,4,4,16.05991,108.2237,quan-hai-chau,mua-nha-mat-tien-pho/,10000000000
100,4,4,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,10000000000
153,0,0,16.08737,108.2457,quan-son-tra,mua-dat-tho-cu/,10200000000
168,3,3,16.05461,108.24057,quan-son-tra,mua-nha-hem-ngo/,10400000000
168,3,3,16.05461,108.24057,quan-son-tra,mua-nha-hem-ngo/,10400000000
168,3,3,16.05461,108.24057,quan-son-tra,mua-nha-hem-ngo/,10400000000
168,3,3,16.05461,108.24057,quan-son-tra,mua-nha-hem-ngo/,10400000000
120,0,0,16.03734,108.22095,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
215,0,0,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10500000000
144,7,7,16.04156,108.22326,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
144,4,4,16.03214,108.23095,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
215,0,0,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10500000000
151,11,11,16.09579,108.22874,quan-son-tra,mua-nha-mat-tien-pho/,10500000000
215,0,0,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10500000000
120,0,0,16.03734,108.22095,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
120,0,0,16.03734,108.22095,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
120,0,0,16.03734,108.22095,quan-hai-chau,mua-nha-mat-tien-pho/,10500000000
215,0,0,16.04371,108.24491,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,10500000000
152,11,11,16.09579,108.22874,quan-son-tra,mua-nha-mat-tien-pho/,10500000000
220,0,0,16.09412,108.2287,quan-son-tra,mua-dat-tho-cu/,10700000000
140,4,4,16.07446,108.16166,quan-lien-chieu,mua-nha-mat-tien-pho/,11000000000
105,5,5,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,11000000000
375,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,11000000000
375,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,11000000000
286,0,0,16.04361,108.20663,quan-hai-chau,mua-nha-mat-tien-pho/,11000000000
250,3,3,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,11000000000
375,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,11000000000
100,0,0,16.07109,108.18715,quan-thanh-khe,mua-nha-mat-tien-pho/,11000000000
113,3,3,16.0692,108.23681,quan-son-tra,mua-nha-biet-thu-lien-ke/,11000000000
286,3,3,16.04361,108.20663,quan-hai-chau,mua-nha-mat-tien-pho/,11000000000
100,7,3,16.06746,108.19719,quan-thanh-khe,mua-nha-mat-tien-pho/,11000000000
375,0,0,15.98967,108.26234,quan-ngu-hanh-son,mua-dat-tho-cu/,11000000000
102,4,4,16.03363,108.21457,quan-hai-chau,mua-nha-mat-tien-pho/,11500000000
172,0,0,16.09384,108.24476,quan-son-tra,mua-dat-tho-cu/,11500000000
174,12,12,16.09092,108.23327,quan-son-tra,mua-nha-mat-tien-pho/,11700000000
138,4,5,16.08061,108.21562,quan-hai-chau,mua-nha-mat-tien-pho/,11800000000
137,4,5,16.08061,108.21562,quan-hai-chau,mua-nha-mat-tien-pho/,11800000000
345,3,3,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,12000000000
90,15,15,16.07331,108.24296,quan-son-tra,mua-nha-mat-tien-pho/,12000000000
427,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,3,3,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
140,4,4,16.07446,108.16166,quan-lien-chieu,mua-nha-mat-tien-pho/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
427,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
427,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
210,5,5,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,12000000000
87,0,0,16.05765,108.21816,quan-hai-chau,mua-nha-mat-tien-pho/,12000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
215,0,0,16.00954,108.20659,quan-cam-le,mua-mat-bang-cua-hang-shop-nhieu-muc-dich/,12000000000
110,2,2,16.03844,108.21584,quan-hai-chau,mua-nha-mat-tien-pho/,12000000000
427,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12000000000
427,3,3,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12100000000
250,3,3,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,12300000000
427,3,4,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12300000000
98,9,10,16.07285,108.23704,quan-son-tra,mua-nha-mat-tien-pho/,12300000000
427,3,3,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12300000000
70,3,3,16.05085,108.24319,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,12400000000
427,3,3,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12500000000
88,0,0,16.0713,108.23822,quan-son-tra,mua-dat-tho-cu/,12500000000
427,3,3,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12500000000
427,3,3,15.98967,108.26234,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12500000000
487,9,9,16.04869,108.23575,quan-ngu-hanh-son,mua-can-ho-dich-vu/,12500000000
427,3,3,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,12500000000
200,6,6,16.02967,108.24049,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,13000000000
70,2,2,16.05085,108.24319,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,13000000000
72,4,4,16.06746,108.19719,quan-thanh-khe,mua-nha-mat-tien-pho/,13000000000
86,0,0,16.06509,108.21587,quan-hai-chau,mua-nha-mat-tien-pho/,13000000000
122,0,0,16.02978,108.20874,quan-cam-le,mua-dat-tho-cu/,13000000000
192,0,0,16.02374,108.24307,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,13100000000
130,4,4,16.03734,108.22095,quan-hai-chau,mua-nha-mat-tien-pho/,13300000000
362,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,13345000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
120,5,4,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,13500000000
135,3,2,16.04335,108.22148,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
85,5,5,16.0501,108.20917,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,13500000000
120,3,3,16.03189,108.22936,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
100,0,0,16.0422,108.21353,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
64,0,0,16.0501,108.20917,quan-hai-chau,mua-dat-tho-cu/,13500000000
120,4,4,16.03234,108.23186,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
148,0,0,16.06756,108.24001,quan-son-tra,mua-dat-tho-cu/,13500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,13500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13500000000
210,0,0,16.09384,108.24476,quan-son-tra,mua-dat-tho-cu/,13600000000
120,4,4,16.03189,108.22936,quan-hai-chau,mua-nha-mat-tien-pho/,13900000000
120,4,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,13900000000
204,0,0,16.02976,108.24725,quan-ngu-hanh-son,mua-dat-tho-cu/,14000000000
114,3,3,16.07074,108.23659,quan-son-tra,mua-nha-mat-tien-pho/,14000000000
120,6,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14000000000
120,6,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,14000000000
345,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,14000000000
350,4,5,16.04812,108.23801,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,14125000000
90,16,16,16.07195,108.20127,quan-thanh-khe,mua-nha-mat-tien-pho/,14200000000
125,6,6,16.0608,108.20521,quan-thanh-khe,mua-nha-mat-tien-pho/,14200000000
90,16,16,16.07195,108.20127,quan-thanh-khe,mua-nha-mat-tien-pho/,14200000000
429,4,4,16.02983,108.25417,quan-ngu-hanh-son,mua-nha-biet-thu-lien-ke/,14500000000
122,5,5,16.0732,108.21208,quan-thanh-khe,mua-nha-mat-tien-pho/,14500000000
120,19,20,16.06886,108.24414,quan-son-tra,mua-nha-hem-ngo/,14500000000
120,18,18,16.06756,108.20497,quan-thanh-khe,mua-nha-mat-tien-pho/,14500000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14500000000
90,0,0,16.03971,108.246,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,14500000000
120,3,2,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,4,4,16.03189,108.22936,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,4,3,16.03189,108.22936,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,3,3,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
200,4,6,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,5,4,16.03011,108.22785,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,6,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,5,5,16.03346,108.23031,quan-hai-chau,mua-nha-biet-thu-lien-ke/,14900000000
120,5,5,16.0489,108.21855,quan-hai-chau,mua-nha-mat-tien-pho/,14900000000
120,6,5,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,14999000000
252,4,4,16.01731,108.20852,quan-cam-le,mua-nha-mat-tien-pho/,15000000000
300,0,0,16.02051,108.21143,quan-cam-le,mua-dat-nen-du-an/,15000000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,15000000000
252,4,4,16.01731,108.20852,quan-cam-le,mua-nha-mat-tien-pho/,15000000000
211,5,5,16.04892,108.24906,quan-ngu-hanh-son,mua-can-ho-penthouse/,15000000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,15000000000
120,4,4,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,15000000000
125,0,0,16.02978,108.20874,quan-cam-le,mua-dat-tho-cu/,15200000000
105,0,0,16.0598,108.23051,quan-son-tra,mua-dat-tho-cu/,15300000000
138,22,22,16.04082,108.21551,quan-hai-chau,mua-nha-hem-ngo/,15300000000
138,22,22,16.04082,108.21551,quan-hai-chau,mua-nha-hem-ngo/,15300000000
138,22,22,16.04082,108.21551,quan-hai-chau,mua-nha-hem-ngo/,15300000000
138,22,22,16.04082,108.21551,quan-hai-chau,mua-nha-hem-ngo/,15300000000
440,3,3,16.01412,108.19179,quan-cam-le,mua-nha-biet-thu-lien-ke/,15400000000
61,3,3,16.06372,108.22344,quan-hai-chau,mua-nha-mat-tien-pho/,15500000000
150,0,0,16.03409,108.21264,quan-cam-le,mua-dat-tho-cu/,15500000000
125,0,0,16.08562,108.21912,quan-hai-chau,mua-dat-tho-cu/,15500000000
80,3,4,16.04932,108.2483,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,15700000000
80,3,4,16.04932,108.2483,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,15700000000
80,3,4,16.04932,108.2483,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,15700000000
80,3,4,16.04932,108.2483,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,15700000000
125,17,18,16.07778,108.17364,quan-thanh-khe,mua-nha-mat-tien-pho/,16000000000
