area,room,toilet,lat,long,price-VND,quan-code,loai_bds-code,price-per-m2
126,4,4,16.0675,108.21977,20000000000,2,14,158730158
126,4,4,16.0675,108.21977,20000000000,2,14,158730158
125,18,18,16.08562,108.21912,20000000000,2,14,160000000
126,4,4,16.0675,108.21977,20000000000,2,14,158730158
975,0,0,16.03746,108.0676,20475000000,0,7,21000000
90,0,0,16.05436,108.22016,20500000000,2,14,227777777
90,0,0,16.05436,108.22016,20500000000,2,14,227777777
90,0,0,16.05492,108.22213,20500000000,2,14,227777777
300,5,5,15.98967,108.26234,21000000000,4,12,70000000
300,5,5,15.98967,108.26234,21000000000,4,12,70000000
125,3,2,16.04371,108.24491,21000000000,4,14,168000000
300,4,5,15.98967,108.26234,21000000000,4,12,70000000
300,5,5,15.98967,108.26234,21000000000,4,12,70000000
300,4,3,15.98967,108.26234,21500000000,4,12,71666666
244,0,0,16.07778,108.17364,22000000000,6,14,90163934
244,0,0,16.07778,108.17364,22000000000,6,14,90163934
244,0,0,16.07778,108.17364,22000000000,6,14,90163934
251,11,11,16.04112,108.24417,22200000000,4,14,88446215
1056,0,0,16.03746,108.0676,22800000000,0,7,21590909
300,4,4,15.98967,108.26234,23000000000,4,12,76666666
300,5,5,15.98967,108.26234,23000000000,4,14,76666666
300,3,3,15.98967,108.26234,23000000000,4,12,76666666
300,5,5,15.98967,108.26234,23500000000,4,12,78333333
125,6,6,16.06907,108.21542,24500000000,2,14,196000000
125,6,6,16.06907,108.21542,24500000000,2,14,196000000
125,6,6,16.06907,108.21542,24500000000,2,14,196000000
115,0,0,16.06907,108.21542,24500000000,2,14,213043478
125,6,6,16.06907,108.21542,24500000000,2,14,196000000
188,4,4,16.05679,108.21799,26000000000,2,14,138297872
300,17,18,16.10144,108.24623,26000000000,5,1,86666666
300,17,18,16.03799,108.24602,26000000000,4,1,86666666
180,0,0,16.06725,108.24281,26500000000,5,7,147222222
188,6,6,16.06746,108.19719,27000000000,6,14,143617021
187,5,5,16.02983,108.25417,27700000000,4,14,148128342
187,5,5,16.02983,108.25417,27700000000,4,14,148128342
100,21,22,16.05362,108.23785,27900000000,4,14,279000000
7800,0,0,16.0799,108.13589,28000000000,3,4,3589743
257,26,26,16.09579,108.22874,28500000000,5,14,110894941
288,4,5,16.02374,108.24307,28500000000,4,12,98958333
200,21,3,16.0692,108.23681,29000000000,5,14,145000000
200,21,3,16.0692,108.23681,29000000000,5,14,145000000
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
768,3,3,15.99582,108.26936,30000000000,4,12,39062500
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
200,0,0,16.01959,108.22899,30000000000,1,5,150000000
250,5,5,16.07536,108.20558,30000000000,6,14,120000000
170,2,2,16.05823,108.21715,31000000000,2,14,182352941
170,2,2,16.05823,108.21715,31000000000,2,14,182352941
1500,0,0,16.03746,108.0676,33000000000,0,7,22000000
411,2,3,16.04371,108.24491,34000000000,4,14,82725060
490,0,0,16.0721,108.22971,36750000000,5,7,75000000
200,13,14,16.06613,108.24356,39000000000,5,14,195000000
390,32,32,16.09386,108.22773,40000000000,5,1,102564102
150,0,0,16.02983,108.25417,40000000000,4,14,266666666
180,0,0,16.05085,108.24319,42000000000,4,7,233333333
190,2,2,16.06529,108.24424,42000000000,5,14,221052631
290,0,0,16.0734,108.22889,44800000000,5,7,154482758
290,0,0,16.08328,108.22888,44800000000,5,7,154482758
140,31,30,16.04892,108.24906,46000000000,4,14,328571428
140,31,30,16.04892,108.24906,46000000000,4,14,328571428
140,31,30,16.04892,108.24906,46000000000,4,14,328571428
140,31,30,16.04892,108.24906,46000000000,4,14,328571428
300,0,0,16.0598,108.23051,52000000000,5,7,173333333
313,40,40,16.02983,108.25417,55000000000,4,14,175718849
313,40,40,16.02983,108.25417,55000000000,4,14,175718849
180,0,0,16.0692,108.23681,55000000000,5,14,305555555
210,6,6,16.06756,108.20497,59000000000,6,14,280952380
210,6,6,16.06756,108.20497,59000000000,6,14,280952380
818,5,5,16.02983,108.25417,63790000000,4,12,77982885
239,22,24,16.05603,108.24547,65800000000,5,14,275313807
292,27,27,16.06613,108.24356,67000000000,5,14,229452054
292,27,27,16.06613,108.24356,67000000000,5,14,229452054
292,27,27,16.06613,108.24356,67000000000,5,14,229452054
292,27,27,16.06613,108.24356,67000000000,5,14,229452054
292,27,27,16.06613,108.24356,67000000000,5,14,229452054
292,0,0,16.06613,108.24356,67000000000,5,14,229452054
385,0,0,16.0713,108.23822,71000000000,5,7,184415584
618,20,5,16.03084,108.2189,75000000000,2,14,121359223
200,52,55,16.06644,108.24437,77000000000,5,14,385000000
1600,0,0,16.02978,108.20874,80000000000,1,11,50000000
300,78,79,16.05085,108.24319,155000000000,4,14,516666666
917,0,0,16.05224,108.24686,265000000000,4,7,288985823
600,100,100,16.05655,108.24693,450000000000,5,14,750000000
600,100,100,16.05655,108.24693,450000000000,5,14,750000000
62,2,2,16.03851,108.24755,3600000000000,4,0,58064516129
